"Augmented_SMILES,Contact_angle,Thickness_um,Solvent,Solvent_solubility_parameter_Mpa_sqrt,xw_wt_percent,Temp_C,Permeate_pressure_mbar",J_Total_flux_kg_m_2h_1
C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.CCCCO|89.0|30.0|n-butanol|23.1|99.63211125|29|1.0|,0.1562
C(C)=O.O=C(C)OC.COC.C(CNC)CCCCCCCCCC(=O)C.O(CCCCC)C.OCCCC|89.0|30.0|n-butanol|23.1|99.63211125|29|1.0|,0.1562
C(C)=O.O(C(C)=O)C.O(C)C.C(CCCC(C)=O)CCCCCCCNC.O(CCCCC)C.C(CO)CC|89.0|30.0|n-butanol|23.1|99.63211125|29|1.0|,0.1562
CC=O.COC(=O)C.COC.C(C(=O)C)CCCCCCCCCCNC.C(CCCC)OC.C(O)CCC|89.0|30.0|n-butanol|23.1|99.63211125|29|1.0|,0.1562
CC=O.CC(OC)=O.O(C)C.O=C(CCCCCCCCCCCNC)C.C(CC)CCOC.C(C)CCO|89.0|30.0|n-butanol|23.1|99.63211125|29|1.0|,0.1562
C(=O)C.O(C(=O)C)C.COC.C(CCCCCCCNC)CCCC(=O)C.COCCCCC.C(CC)CO|89.0|30.0|n-butanol|23.1|99.63211125|29|1.0|,0.1562
C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.CCCCO|89.0|30.0|n-butanol|23.1|99.70417193|29|1.0|,0.1348
C(C)=O.O(C)C(C)=O.O(C)C.CNCCCCCCCCCCCC(=O)C.C(COC)CCC.C(CCC)O|89.0|30.0|n-butanol|23.1|99.70417193|29|1.0|,0.1348
C(=O)C.CC(OC)=O.O(C)C.C(CCCCCCCCC(=O)C)CCNC.O(C)CCCCC.C(CCO)C|89.0|30.0|n-butanol|23.1|99.70417193|29|1.0|,0.1348
C(=O)C.O(C)C(=O)C.COC.O=C(C)CCCCCCCCCCCNC.CCCCCOC.OCCCC|89.0|30.0|n-butanol|23.1|99.70417193|29|1.0|,0.1348
CC=O.C(OC)(=O)C.COC.N(C)CCCCCCCCCCCC(=O)C.O(C)CCCCC.C(CC)CO|89.0|30.0|n-butanol|23.1|99.70417193|29|1.0|,0.1348
O=CC.C(C)(OC)=O.O(C)C.C(NC)CCCCCCCCCCC(C)=O.C(CCOC)CC.C(O)CCC|89.0|30.0|n-butanol|23.1|99.70417193|29|1.0|,0.1348
C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.CCCCO|89.0|30.0|n-butanol|23.1|95.7|35|3.2|,0.5704
O=CC.CC(OC)=O.COC.CC(CCCCCCCCCCCNC)=O.O(CCCCC)C.C(CC)CO|89.0|30.0|n-butanol|23.1|95.7|35|3.2|,0.5704
C(C)=O.C(C)(=O)OC.O(C)C.C(CCCCCCNC)CCCCC(C)=O.CCCCCOC.C(C)CCO|89.0|30.0|n-butanol|23.1|95.7|35|3.2|,0.5704
C(=O)C.C(C)(OC)=O.COC.C(CCCCCNC)CCCCCC(=O)C.C(C)CCCOC.OCCCC|89.0|30.0|n-butanol|23.1|95.7|35|3.2|,0.5704
O=CC.O=C(OC)C.COC.CC(=O)CCCCCCCCCCCNC.COCCCCC.C(CCC)O|89.0|30.0|n-butanol|23.1|95.7|35|3.2|,0.5704
CC=O.C(=O)(C)OC.COC.N(C)CCCCCCCCCCCC(C)=O.COCCCCC.C(O)CCC|89.0|30.0|n-butanol|23.1|95.7|35|3.2|,0.5704
C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.CCCCO|89.0|30.0|n-butanol|23.1|97.5|35|3.2|,0.2656
C(=O)C.O=C(C)OC.O(C)C.C(CCCCCCNC)CCCCC(C)=O.C(CCCC)OC.C(CCO)C|89.0|30.0|n-butanol|23.1|97.5|35|3.2|,0.2656
O=CC.COC(=O)C.O(C)C.CNCCCCCCCCCCCC(=O)C.COCCCCC.C(CC)CO|89.0|30.0|n-butanol|23.1|97.5|35|3.2|,0.2656
O=CC.CC(OC)=O.COC.C(CCCCCC(C)=O)CCCCCNC.C(C)CCCOC.C(CCC)O|89.0|30.0|n-butanol|23.1|97.5|35|3.2|,0.2656
O=CC.O=C(C)OC.COC.O=C(C)CCCCCCCCCCCNC.C(CCC)COC.OCCCC|89.0|30.0|n-butanol|23.1|97.5|35|3.2|,0.2656
C(C)=O.C(OC)(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.C(CO)CC|89.0|30.0|n-butanol|23.1|97.5|35|3.2|,0.2656
C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.CCCCO|89.0|30.0|n-butanol|23.1|99.5|35|3.2|,0.1576
O=CC.C(OC)(=O)C.COC.C(NC)CCCCCCCCCCC(C)=O.O(C)CCCCC.C(CO)CC|89.0|30.0|n-butanol|23.1|99.5|35|3.2|,0.1576
O=CC.C(=O)(C)OC.O(C)C.C(CCCCCCCCCCC(C)=O)NC.O(C)CCCCC.C(O)CCC|89.0|30.0|n-butanol|23.1|99.5|35|3.2|,0.1576
O=CC.COC(C)=O.O(C)C.N(C)CCCCCCCCCCCC(C)=O.C(CCCOC)C.OCCCC|89.0|30.0|n-butanol|23.1|99.5|35|3.2|,0.1576
CC=O.C(=O)(C)OC.COC.C(CCNC)CCCCCCCCC(=O)C.C(OC)CCCC.C(CCC)O|89.0|30.0|n-butanol|23.1|99.5|35|3.2|,0.1576
CC=O.O=C(C)OC.COC.C(NC)CCCCCCCCCCC(C)=O.C(OC)CCCC.C(CC)CO|89.0|30.0|n-butanol|23.1|99.5|35|3.2|,0.1576
C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.CCCCO|89.0|5.0|n-butanol|23.1|99.0|40|3.0|,1.620111732
CC=O.O(C(=O)C)C.COC.CNCCCCCCCCCCCC(C)=O.C(OC)CCCC.C(CCO)C|89.0|5.0|n-butanol|23.1|99.0|40|3.0|,1.620111732
O=CC.C(=O)(OC)C.O(C)C.O=C(C)CCCCCCCCCCCNC.C(CCCC)OC.C(CCC)O|89.0|5.0|n-butanol|23.1|99.0|40|3.0|,1.620111732
C(=O)C.CC(=O)OC.O(C)C.C(CCC(C)=O)CCCCCCCCNC.COCCCCC.C(O)CCC|89.0|5.0|n-butanol|23.1|99.0|40|3.0|,1.620111732
O=CC.CC(OC)=O.COC.C(CCCCCC(=O)C)CCCCCNC.C(OC)CCCC.OCCCC|89.0|5.0|n-butanol|23.1|99.0|40|3.0|,1.620111732
CC=O.C(OC)(=O)C.O(C)C.N(CCCCCCCCCCCC(C)=O)C.C(CCC)COC.C(CO)CC|89.0|5.0|n-butanol|23.1|99.0|40|3.0|,1.620111732
C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.CCCCO|89.0|3.5|n-butanol|23.1|98.0|40|3.0|,2.5
C(=O)C.C(=O)(OC)C.O(C)C.C(NC)CCCCCCCCCCC(=O)C.O(C)CCCCC.OCCCC|89.0|3.5|n-butanol|23.1|98.0|40|3.0|,2.5
C(C)=O.CC(=O)OC.COC.C(CCNC)CCCCCCCCC(=O)C.C(CCCOC)C.C(CC)CO|89.0|3.5|n-butanol|23.1|98.0|40|3.0|,2.5
C(C)=O.O=C(OC)C.COC.C(CCCCC(C)=O)CCCCCCNC.C(OC)CCCC.C(CO)CC|89.0|3.5|n-butanol|23.1|98.0|40|3.0|,2.5
O=CC.O(C)C(=O)C.COC.C(CCCNC)CCCCCCCC(=O)C.C(CCC)COC.C(C)CCO|89.0|3.5|n-butanol|23.1|98.0|40|3.0|,2.5
O=CC.O=C(OC)C.COC.CC(=O)CCCCCCCCCCCNC.O(CCCCC)C.C(CCC)O|89.0|3.5|n-butanol|23.1|98.0|40|3.0|,2.5
C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.CCCCO|89.0|3.5|n-butanol|23.1|99.0|50|3.0|,3.0
C(=O)C.C(=O)(OC)C.COC.CC(=O)CCCCCCCCCCCNC.COCCCCC.C(O)CCC|89.0|3.5|n-butanol|23.1|99.0|50|3.0|,3.0
CC=O.O=C(C)OC.COC.C(NC)CCCCCCCCCCC(C)=O.O(C)CCCCC.C(CO)CC|89.0|3.5|n-butanol|23.1|99.0|50|3.0|,3.0
CC=O.O=C(C)OC.O(C)C.C(CCCCCCCCCC(=O)C)CNC.C(CCC)COC.OCCCC|89.0|3.5|n-butanol|23.1|99.0|50|3.0|,3.0
CC=O.COC(C)=O.O(C)C.C(=O)(CCCCCCCCCCCNC)C.O(CCCCC)C.C(CCC)O|89.0|3.5|n-butanol|23.1|99.0|50|3.0|,3.0
CC=O.O=C(OC)C.O(C)C.C(CCCCC(C)=O)CCCCCCNC.C(CCC)COC.C(C)CCO|89.0|3.5|n-butanol|23.1|99.0|50|3.0|,3.0
C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.CCCCO|89.0|3.5|n-butanol|23.1|99.0|60|3.0|,4.2
C(=O)C.CC(OC)=O.O(C)C.C(C)(CCCCCCCCCCCNC)=O.C(COC)CCC.OCCCC|89.0|3.5|n-butanol|23.1|99.0|60|3.0|,4.2
CC=O.COC(C)=O.COC.N(C)CCCCCCCCCCCC(C)=O.O(C)CCCCC.C(C)CCO|89.0|3.5|n-butanol|23.1|99.0|60|3.0|,4.2
CC=O.O(C(C)=O)C.COC.CC(=O)CCCCCCCCCCCNC.C(CCC)COC.C(CC)CO|89.0|3.5|n-butanol|23.1|99.0|60|3.0|,4.2
O=CC.O=C(C)OC.O(C)C.N(CCCCCCCCCCCC(=O)C)C.C(COC)CCC.C(O)CCC|89.0|3.5|n-butanol|23.1|99.0|60|3.0|,4.2
CC=O.CC(=O)OC.O(C)C.C(CCCCNC)CCCCCCC(C)=O.C(CCCOC)C.C(CO)CC|89.0|3.5|n-butanol|23.1|99.0|60|3.0|,4.2
C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.CCCCO|89.0|3.5|n-butanol|23.1|97.0|40|3.0|,3.181818182
C(C)=O.COC(C)=O.COC.C(CCCCCCNC)CCCCC(C)=O.C(CCOC)CC.C(O)CCC|89.0|3.5|n-butanol|23.1|97.0|40|3.0|,3.181818182
C(=O)C.O(C(C)=O)C.O(C)C.O=C(CCCCCCCCCCCNC)C.COCCCCC.C(CC)CO|89.0|3.5|n-butanol|23.1|97.0|40|3.0|,3.181818182
CC=O.O(C(C)=O)C.COC.C(=O)(CCCCCCCCCCCNC)C.O(CCCCC)C.OCCCC|89.0|3.5|n-butanol|23.1|97.0|40|3.0|,3.181818182
CC=O.CC(OC)=O.COC.C(CCCCCCCCC(C)=O)CCNC.C(CCC)COC.C(CO)CC|89.0|3.5|n-butanol|23.1|97.0|40|3.0|,3.181818182
CC=O.CC(=O)OC.COC.C(CCCCCCCCNC)CCC(=O)C.COCCCCC.C(CCC)O|89.0|3.5|n-butanol|23.1|97.0|40|3.0|,3.181818182
C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.CCCCO|89.0|3.5|n-butanol|23.1|96.0|40|3.0|,4.113636364
O=CC.COC(C)=O.O(C)C.C(CCCCC(=O)C)CCCCCCNC.C(CC)CCOC.C(CCO)C|89.0|3.5|n-butanol|23.1|96.0|40|3.0|,4.113636364
C(C)=O.O=C(C)OC.COC.C(CC(=O)C)CCCCCCCCCNC.CCCCCOC.C(C)CCO|89.0|3.5|n-butanol|23.1|96.0|40|3.0|,4.113636364
O=CC.O=C(OC)C.COC.C(CCCCC(=O)C)CCCCCCNC.C(C)CCCOC.C(CO)CC|89.0|3.5|n-butanol|23.1|96.0|40|3.0|,4.113636364
O=CC.CC(OC)=O.COC.C(CCCC(=O)C)CCCCCCCNC.C(CC)CCOC.OCCCC|89.0|3.5|n-butanol|23.1|96.0|40|3.0|,4.113636364
CC=O.O(C)C(C)=O.COC.C(C(C)=O)CCCCCCCCCCNC.C(CCC)COC.C(CCC)O|89.0|3.5|n-butanol|23.1|96.0|40|3.0|,4.113636364
C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.CCCCO|89.0|3.5|n-butanol|23.1|99.0|30|3.0|,1.028571429
CC=O.CC(=O)OC.COC.C(CCCCC(C)=O)CCCCCCNC.O(C)CCCCC.C(CCC)O|89.0|3.5|n-butanol|23.1|99.0|30|3.0|,1.028571429
CC=O.O(C(=O)C)C.COC.C(CCCCCCCCNC)CCC(C)=O.COCCCCC.C(CC)CO|89.0|3.5|n-butanol|23.1|99.0|30|3.0|,1.028571429
CC=O.O(C)C(C)=O.O(C)C.C(CCCCCCCCCCNC)C(C)=O.O(C)CCCCC.C(C)CCO|89.0|3.5|n-butanol|23.1|99.0|30|3.0|,1.028571429
O=CC.COC(=O)C.O(C)C.C(CCCCCCCCCNC)CC(C)=O.C(CCCOC)C.C(CO)CC|89.0|3.5|n-butanol|23.1|99.0|30|3.0|,1.028571429
C(C)=O.O=C(C)OC.O(C)C.O=C(CCCCCCCCCCCNC)C.CCCCCOC.OCCCC|89.0|3.5|n-butanol|23.1|99.0|30|3.0|,1.028571429
C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.CCCCO|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
O=CC.O(C)C(C)=O.COC.C(CCCCC(=O)C)CCCCCCNC.COCCCCC.C(C)CCO|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
C(=O)C.C(OC)(C)=O.COC.C(CCCCCCCC(=O)C)CCCNC.C(OC)CCCC.C(CCO)C|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
C(C)=O.C(C)(=O)OC.COC.C(CCCCCNC)CCCCCC(=O)C.O(CCCCC)C.C(CC)CO|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
O=CC.O(C)C(C)=O.COC.C(CCCCCCCCCC(C)=O)CNC.CCCCCOC.C(CCC)O|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
C(C)=O.CC(OC)=O.COC.C(CCCCCCC(=O)C)CCCCNC.C(CCCC)OC.C(O)CCC|89.0|2.5|n-butanol|23.1|99.0|40|3.0|,2.877094972
C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.CCCCO|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
O=CC.O(C(=O)C)C.COC.C(CCCNC)CCCCCCCC(C)=O.O(CCCCC)C.C(CCC)O|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
O=CC.O(C(C)=O)C.COC.C(CCCCCCCC(C)=O)CCCNC.O(C)CCCCC.OCCCC|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
O=CC.COC(=O)C.COC.N(CCCCCCCCCCCC(C)=O)C.C(OC)CCCC.C(CO)CC|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
CC=O.O(C(=O)C)C.COC.N(CCCCCCCCCCCC(=O)C)C.O(C)CCCCC.C(O)CCC|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
CC=O.O=C(C)OC.COC.N(CCCCCCCCCCCC(C)=O)C.COCCCCC.C(CCO)C|89.0|3.5|n-butanol|23.1|99.0|25|3.0|,0.885714286
C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.CCCCO|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
O=CC.CC(OC)=O.COC.C(CCCCC(=O)C)CCCCCCNC.O(CCCCC)C.C(CO)CC|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
O=CC.COC(=O)C.COC.C(C(=O)C)CCCCCCCCCCNC.O(C)CCCCC.C(CC)CO|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
C(C)=O.CC(=O)OC.O(C)C.C(CNC)CCCCCCCCCC(=O)C.C(OC)CCCC.OCCCC|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
C(=O)C.CC(OC)=O.O(C)C.N(CCCCCCCCCCCC(C)=O)C.C(OC)CCCC.C(O)CCC|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
C(C)=O.C(OC)(C)=O.COC.C(CCCCCCCCNC)CCC(C)=O.C(OC)CCCC.C(CCC)O|89.0|2.0|n-butanol|23.1|99.0|40|3.0|,4.413407821
C(C)=O.COC(C)=O.COC.CNCCCCCCCCCCCC(C)=O.CCCCCOC.CCCCO|89.0|7.0|n-butanol|23.1|96.3|34|1.3|,1.043
O=CC.O(C)C(=O)C.COC.C(CCCCCCCCCCNC)C(C)=O.O(C)CCCCC.C(CO)CC|89.0|7.0|n-butanol|23.1|96.3|34|1.3|,1.043
C(C)=O.C(C)(OC)=O.COC.C(CCCCC(=O)C)CCCCCCNC.C(CC)CCOC.C(CCC)O|89.0|7.0|n-butanol|23.1|96.3|34|1.3|,1.043
CC=O.COC(C)=O.O(C)C.C(CCCCCCCCCCCNC)(=O)C.COCCCCC.C(CC)CO|89.0|7.0|n-butanol|23.1|96.3|34|1.3|,1.043
O=CC.O=C(OC)C.COC.CC(CCCCCCCCCCCNC)=O.C(CCCOC)C.C(O)CCC|89.0|7.0|n-butanol|23.1|96.3|34|1.3|,1.043
C(C)=O.CC(OC)=O.O(C)C.C(CCCCNC)CCCCCCC(C)=O.C(CCCOC)C.OCCCC|89.0|7.0|n-butanol|23.1|96.3|34|1.3|,1.043
[Si](C)(C)(C)O(C).CCCCO|108.08219|20.0|n-butanol|23.1|99.0|40|2.1|,0.775895765
O([Si](C)(C)C)C.C(C)CCO|108.08219|20.0|n-butanol|23.1|99.0|40|2.1|,0.775895765
CO[Si](C)(C)C.OCCCC|108.08219|20.0|n-butanol|23.1|99.0|40|2.1|,0.775895765
[Si](C)(C)(C)OC.C(O)CCC|108.08219|20.0|n-butanol|23.1|99.0|40|2.1|,0.775895765
C[Si](C)(OC)C.C(CC)CO|108.08219|20.0|n-butanol|23.1|99.0|40|2.1|,0.775895765
C[Si](OC)(C)C.C(CO)CC|108.08219|20.0|n-butanol|23.1|99.0|40|2.1|,0.775895765
[Si](C)(C)(C)O(C).CCCCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.778
CO[Si](C)(C)C.OCCCC|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.778
C[Si](C)(C)OC.C(CCO)C|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.778
O([Si](C)(C)C)C.C(CCC)O|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.778
[Si](C)(C)(OC)C.C(CO)CC|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.778
[Si](C)(C)(C)OC.C(O)CCC|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.778
[Si](C)(C)(C)O(C).CCCCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.805211726
C[Si](C)(OC)C.C(CO)CC|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.805211726
CO[Si](C)(C)C.C(O)CCC|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.805211726
C[Si](OC)(C)C.C(CC)CO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.805211726
C[Si](C)(C)OC.C(CCO)C|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.805211726
O(C)[Si](C)(C)C.OCCCC|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.805211726
[Si](C)(C)(C)O(C).CCCCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.946
C[Si](C)(C)OC.C(C)CCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.946
O([Si](C)(C)C)C.C(CO)CC|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.946
C[Si](OC)(C)C.OCCCC|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.946
[Si](C)(C)(OC)C.C(CCC)O|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.946
CO[Si](C)(C)C.C(CCO)C|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,0.946
[Si](C)(C)(C)O(C).CCCCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,1.282
CO[Si](C)(C)C.C(C)CCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,1.282
C[Si](OC)(C)C.OCCCC|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,1.282
O([Si](C)(C)C)C.C(CO)CC|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,1.282
[Si](C)(C)(OC)C.C(CCC)O|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,1.282
O(C)[Si](C)(C)C.C(O)CCC|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,1.282
[Si](C)(C)(C)O(C).CCCCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,1.284482759
[Si](C)(OC)(C)C.C(C)CCO|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,1.284482759
CO[Si](C)(C)C.C(CCC)O|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,1.284482759
C[Si](OC)(C)C.OCCCC|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,1.284482759
O(C)[Si](C)(C)C.C(O)CCC|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,1.284482759
C[Si](C)(C)OC.C(CCO)C|108.08219|10.0|n-butanol|23.1|99.0|40|2.1|,1.284482759
[Si](C)(C)(C)O(C).CCCCO|108.08219|10.0|n-butanol|23.1|98.0|40|2.1|,1.620689655
C[Si](C)(OC)C.C(CO)CC|108.08219|10.0|n-butanol|23.1|98.0|40|2.1|,1.620689655
C[Si](OC)(C)C.C(C)CCO|108.08219|10.0|n-butanol|23.1|98.0|40|2.1|,1.620689655
CO[Si](C)(C)C.C(O)CCC|108.08219|10.0|n-butanol|23.1|98.0|40|2.1|,1.620689655
[Si](C)(C)(C)OC.OCCCC|108.08219|10.0|n-butanol|23.1|98.0|40|2.1|,1.620689655
C[Si](C)(C)OC.C(CC)CO|108.08219|10.0|n-butanol|23.1|98.0|40|2.1|,1.620689655
[Si](C)(C)(C)O(C).CCCCO|108.08219|10.0|n-butanol|23.1|96.0|40|2.1|,2.435344828
[Si](C)(C)(C)OC.C(CCO)C|108.08219|10.0|n-butanol|23.1|96.0|40|2.1|,2.435344828
C[Si](C)(OC)C.C(CC)CO|108.08219|10.0|n-butanol|23.1|96.0|40|2.1|,2.435344828
C[Si](C)(C)OC.OCCCC|108.08219|10.0|n-butanol|23.1|96.0|40|2.1|,2.435344828
[Si](OC)(C)(C)C.C(C)CCO|108.08219|10.0|n-butanol|23.1|96.0|40|2.1|,2.435344828
[Si](C)(OC)(C)C.C(CO)CC|108.08219|10.0|n-butanol|23.1|96.0|40|2.1|,2.435344828
[Si](C)(C)(C)O(C).CCCCO|108.08219|10.0|n-butanol|23.1|99.0|60|2.1|,2.671732523
O([Si](C)(C)C)C.OCCCC|108.08219|10.0|n-butanol|23.1|99.0|60|2.1|,2.671732523
C[Si](OC)(C)C.C(CCC)O|108.08219|10.0|n-butanol|23.1|99.0|60|2.1|,2.671732523
CO[Si](C)(C)C.C(CC)CO|108.08219|10.0|n-butanol|23.1|99.0|60|2.1|,2.671732523
[Si](OC)(C)(C)C.C(CO)CC|108.08219|10.0|n-butanol|23.1|99.0|60|2.1|,2.671732523
C[Si](C)(OC)C.C(O)CCC|108.08219|10.0|n-butanol|23.1|99.0|60|2.1|,2.671732523
[Si](C)(C)(C)O(C).CCCCO|108.08219|10.0|n-butanol|23.1|99.0|70|2.1|,3.6443769
CO[Si](C)(C)C.OCCCC|108.08219|10.0|n-butanol|23.1|99.0|70|2.1|,3.6443769
[Si](C)(C)(C)OC.C(CO)CC|108.08219|10.0|n-butanol|23.1|99.0|70|2.1|,3.6443769
[Si](C)(C)(OC)C.C(C)CCO|108.08219|10.0|n-butanol|23.1|99.0|70|2.1|,3.6443769
C[Si](C)(OC)C.C(O)CCC|108.08219|10.0|n-butanol|23.1|99.0|70|2.1|,3.6443769
C[Si](C)(C)OC.C(CC)CO|108.08219|10.0|n-butanol|23.1|99.0|70|2.1|,3.6443769
[Si](C)(C)(C)O(C).CCCCO|108.08219|10.0|n-butanol|23.1|99.0|80|2.1|,4.76899696
CO[Si](C)(C)C.C(CC)CO|108.08219|10.0|n-butanol|23.1|99.0|80|2.1|,4.76899696
[Si](C)(C)(C)OC.C(CCC)O|108.08219|10.0|n-butanol|23.1|99.0|80|2.1|,4.76899696
[Si](C)(OC)(C)C.C(CO)CC|108.08219|10.0|n-butanol|23.1|99.0|80|2.1|,4.76899696
C[Si](C)(C)OC.OCCCC|108.08219|10.0|n-butanol|23.1|99.0|80|2.1|,4.76899696
C[Si](C)(OC)C.C(CCO)C|108.08219|10.0|n-butanol|23.1|99.0|80|2.1|,4.76899696
[Si](C)(C)(C)O(C).CCCCO|108.08219|6.0|n-butanol|23.1|99.0|40|2.1|,0.927361564
C[Si](C)(OC)C.C(CC)CO|108.08219|6.0|n-butanol|23.1|99.0|40|2.1|,0.927361564
C[Si](C)(C)OC.OCCCC|108.08219|6.0|n-butanol|23.1|99.0|40|2.1|,0.927361564
C[Si](OC)(C)C.C(CO)CC|108.08219|6.0|n-butanol|23.1|99.0|40|2.1|,0.927361564
O([Si](C)(C)C)C.C(CCO)C|108.08219|6.0|n-butanol|23.1|99.0|40|2.1|,0.927361564
[Si](C)(C)(C)O(C).CCCCO|108.08219|4.0|n-butanol|23.1|99.0|40|2.1|,1.240065147
C[Si](OC)(C)C.C(CCC)O|108.08219|4.0|n-butanol|23.1|99.0|40|2.1|,1.240065147
CO[Si](C)(C)C.C(CO)CC|108.08219|4.0|n-butanol|23.1|99.0|40|2.1|,1.240065147
C[Si](C)(C)OC.OCCCC|108.08219|4.0|n-butanol|23.1|99.0|40|2.1|,1.240065147
C[Si](C)(OC)C.C(CC)CO|108.08219|4.0|n-butanol|23.1|99.0|40|2.1|,1.240065147
[Si](OC)(C)(C)C.C(O)CCC|108.08219|4.0|n-butanol|23.1|99.0|40|2.1|,1.240065147
[Si](C)(C)(C)O(C).CCCCO|108.08219|2.0|n-butanol|23.1|99.0|40|2.1|,1.880130293
C[Si](C)(C)OC.C(O)CCC|108.08219|2.0|n-butanol|23.1|99.0|40|2.1|,1.880130293
C[Si](C)(OC)C.C(CCO)C|108.08219|2.0|n-butanol|23.1|99.0|40|2.1|,1.880130293
[Si](C)(C)(C)OC.C(CC)CO|108.08219|2.0|n-butanol|23.1|99.0|40|2.1|,1.880130293
CO[Si](C)(C)C.C(C)CCO|108.08219|2.0|n-butanol|23.1|99.0|40|2.1|,1.880130293
O(C)[Si](C)(C)C.C(CO)CC|108.08219|2.0|n-butanol|23.1|99.0|40|2.1|,1.880130293
[Si](C)(C)(C)O(C).CCCCO|108.08219|10.0|n-butanol|23.1|98.5|55|2.0|,0.8
C[Si](C)(C)OC.OCCCC|108.08219|10.0|n-butanol|23.1|98.5|55|2.0|,0.8
CO[Si](C)(C)C.C(C)CCO|108.08219|10.0|n-butanol|23.1|98.5|55|2.0|,0.8
C[Si](OC)(C)C.C(CCC)O|108.08219|10.0|n-butanol|23.1|98.5|55|2.0|,0.8
C[Si](C)(OC)C.C(CC)CO|108.08219|10.0|n-butanol|23.1|98.5|55|2.0|,0.8
[Si](C)(OC)(C)C.C(O)CCC|108.08219|10.0|n-butanol|23.1|98.5|55|2.0|,0.8
[Si](C)(C)(C)O(C).CCCCO|108.08219|25.01414528|n-butanol|23.1|99.0|40|4.0|,0.221771424
